2023/06/07 16:28:38,484 [INFO ]  [org.apache.juli.logging.DirectJDKLog] [restartedMain]- Starting Servlet engine: [Apache Tomcat/9.0.75]
 -2023/06/07 17:49:41,034 [DEBUG]  [com.example.demo.controller.Prac02Controller] [http-nio-3000-exec-2]- deleteBoard : 984984.
 -2023/06/07 17:49:41,056 [DEBUG]  [com.example.demo.service.Prac02Service] [http-nio-3000-exec-2]- reWriteBoardService : 984984
 -2023/06/07 17:49:41,057 [ERROR]  [com.example.demo.controller.ExceptionController] [http-nio-3000-exec-2]- EmptyResultDataAccessException: Incorrect result size: expected 984984, actual 0
 -2023/06/07 17:49:41,087 [WARN ]  [org.springframework.web.servlet.handler.AbstractHandlerExceptionResolver] [http-nio-3000-exec-2]- Resolved [org.springframework.dao.EmptyResultDataAccessException: Incorrect result size: expected 984984, actual 0]
 -2023/06/07 17:49:45,785 [DEBUG]  [com.example.demo.controller.Prac02Controller] [http-nio-3000-exec-1]- deleteBoard : 10.
 -2023/06/07 17:50:03,953 [ERROR]  [com.example.demo.controller.ExceptionController] [http-nio-3000-exec-3]- handleRuntimeException: Failed to convert value of type 'java.lang.String' to required type 'int'; nested exception is java.lang.NumberFormatException: For input string: "784*98489"
 -2023/06/07 17:50:03,954 [WARN ]  [org.springframework.web.servlet.handler.AbstractHandlerExceptionResolver] [http-nio-3000-exec-3]- Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Failed to convert value of type 'java.lang.String' to required type 'int'; nested exception is java.lang.NumberFormatException: For input string: "784*98489"]
 -2023/06/07 17:50:20,064 [DEBUG]  [com.example.demo.controller.Prac02Controller] [http-nio-3000-exec-4]- deleteBoard : 78498489.
 -2023/06/07 17:50:20,072 [DEBUG]  [com.example.demo.service.Prac02Service] [http-nio-3000-exec-4]- reWriteBoardService : 78498489
 -2023/06/07 17:50:20,072 [ERROR]  [com.example.demo.controller.ExceptionController] [http-nio-3000-exec-4]- EmptyResultDataAccessException: Incorrect result size: expected 78498489, actual 0
 -2023/06/07 17:50:20,073 [WARN ]  [org.springframework.web.servlet.handler.AbstractHandlerExceptionResolver] [http-nio-3000-exec-4]- Resolved [org.springframework.dao.EmptyResultDataAccessException: Incorrect result size: expected 78498489, actual 0]
 -2023/06/07 17:59:37,447 [DEBUG]  [com.example.demo.controller.Prac02Controller] [http-nio-3000-exec-5]- deleteBoard : 78498489.
 -2023/06/07 17:59:37,454 [DEBUG]  [com.example.demo.service.Prac02Service] [http-nio-3000-exec-5]- reWriteBoardService : 78498489
 -2023/06/07 17:59:37,454 [ERROR]  [com.example.demo.controller.ExceptionController] [http-nio-3000-exec-5]- EmptyResultDataAccessException: Incorrect result size: expected 78498489, actual 0
 -2023/06/07 17:59:37,455 [WARN ]  [org.springframework.web.servlet.handler.AbstractHandlerExceptionResolver] [http-nio-3000-exec-5]- Resolved [org.springframework.dao.EmptyResultDataAccessException: Incorrect result size: expected 78498489, actual 0]
 -2023/06/07 18:00:33,765 [DEBUG]  [com.example.demo.controller.Prac02Controller] [http-nio-3000-exec-7]- boardList : SearchParam(search=, pageNum=1, exposedCount=5).
 -2023/06/07 18:00:48,248 [DEBUG]  [com.example.demo.controller.Prac02Controller] [http-nio-3000-exec-8]- boardList : SearchParam(search=abc, pageNum=1, exposedCount=5).
 -2023/06/07 18:00:55,408 [DEBUG]  [com.example.demo.controller.Prac02Controller] [http-nio-3000-exec-9]- boardList : SearchParam(search=abc, pageNum=1984, exposedCount=5).
 -2023/06/07 18:01:35,780 [DEBUG]  [com.example.demo.controller.Prac02Controller] [http-nio-3000-exec-10]- boardList : SearchParam(search=abc, pageNum=-1, exposedCount=5).
 -
